daily_non_vehicle_traffic,avg_temp_f_daily,total_rain_mm_daily,total_snow_mm_daily,avg_cloud_percent_daily,total_vehicle_volume_daily,date,month,day_of_week,holiday
881,33.4377514648438,0,0,90.0000000000000000,92093,2017-04-27,4,4,none
1094,41.0247471618653,0,0,46.4166666666666667,97100,2017-04-28,4,5,none
1339,45.7722508239747,0,0,36.2083333333333333,76105,2017-04-29,4,6,none
440,43.8642437744141,0,0,76.7916666666666667,58559,2017-04-30,4,0,none
709,37.8529988098145,0,0,90.0000000000000000,82861,2017-05-01,5,1,none
1280,48.1197476196289,0,0,63.0000000000000000,89806,2017-05-02,5,2,none
1322,53.6704937744141,0,0,44.5833333333333333,90227,2017-05-03,5,3,none
1700,56.1304951477051,0,0,22.8750000000000000,92877,2017-05-04,5,4,none
1753,59.7980015563965,0,0,11.8750000000000000,94072,2017-05-05,5,5,none
1809,56.4282475280762,0,0,7.0000000000000000,76976,2017-05-06,5,6,none
1552,55.8619938659668,0,0,36.1250000000000000,65525,2017-05-07,5,0,none
1469,57.1002537536622,0,0,40.0000000000000000,84316,2017-05-08,5,1,none
1610,58.7854946899414,0,0,52.9166666666666667,88693,2017-05-09,5,2,none
1657,59.1267483520508,0,0,50.1250000000000000,89225,2017-05-10,5,3,none
1825,56.4657498168946,0,0,7.0416666666666667,93906,2017-05-11,5,4,none
1761,59.4754956054688,0,0,26.4166666666666667,96014,2017-05-12,5,5,none
2029,66.5352528381348,0,0,8.5000000000000000,73821,2017-05-13,5,6,none
1630,68.7500004577637,0,0,12.7083333333333333,67090,2017-05-14,5,0,none
1439,63.7264973449707,0,0,28.5000000000000000,83803,2017-05-15,5,1,none
1157,68.0817478942872,0,0,53.4583333333333333,86669,2017-05-16,5,2,none
931,63.0544979858399,0,0,85.2083333333333333,87518,2017-05-17,5,3,none
1199,50.5662449645997,0,0,79.8750000000000000,90915,2017-05-18,5,4,none
1152,48.3447499084473,0,0,39.0833333333333333,90502,2017-05-19,5,5,none
435,46.2927510070801,0,0,89.3750000000000000,65952,2017-05-20,5,6,none
633,48.5292492675782,0,0,90.0000000000000000,61334,2017-05-21,5,0,none
1581,54.016247253418,0,0,45.4166666666666667,84485,2017-05-22,5,1,none
1237,53.8167492675782,0,0,61.1666666666666667,87457,2017-05-23,5,2,none
1584,54.0154896545411,0,0,61.4583333333333333,90489,2017-05-24,5,3,none
1765,59.3007466125489,0,0,39.2916666666666667,89069,2017-05-25,5,4,none
1777,67.3054974365235,0,0,33.0833333333333333,86240,2017-05-26,5,5,none
1569,62.8924954223633,0,0,24.5000000000000000,60864,2017-05-27,5,6,none
1451,62.1739964294434,0,0,35.6666666666666667,58927,2017-05-28,5,0,none
862,57.3207493591309,0,0,74.0416666666666667,52483,2017-05-29,5,1,Memorial Day
1328,54.7362454223633,0,0,72.3750000000000000,86311,2017-05-30,5,2,none
2021,61.2529965209961,0,0,8.9583333333333333,89218,2017-05-31,5,3,none
2223,62.3839978027344,0,0,8.6666666666666667,90324,2017-06-01,6,4,none
1861,71.5505001831055,0,0,9.8333333333333333,91226,2017-06-02,6,5,none
1720,78.5802510070801,0,0,20.2916666666666667,70613,2017-06-03,6,6,none
2017,74.5669956970215,0,0,1.6666666666666667,72306,2017-06-04,6,0,none
1901,69.4317501831055,0,0,3.6250000000000000,86567,2017-06-05,6,1,none
2044,68.2880001831055,0,0,5.5416666666666667,86732,2017-06-06,6,2,none
1939,71.4904965209961,0,0,37.4166666666666667,87986,2017-06-07,6,3,none
1908,73.4667492675782,0,0,30.9583333333333333,92427,2017-06-08,6,4,none
1810,73.1832424926758,0,0,7.5000000000000000,90519,2017-06-09,6,5,none
1426,82.6212467956543,0,0,20.6250000000000000,70534,2017-06-10,6,6,none
753,69.5007511901856,0,0,53.0000000000000000,57854,2017-06-11,6,0,none
1484,70.0054905700684,0,0,62.6250000000000000,83574,2017-06-12,6,1,none
1833,75.4002491760254,0,0,37.9583333333333333,88511,2017-06-13,6,2,none
2229,73.6505001831055,0,0,44.5833333333333333,89434,2017-06-14,6,3,none
2037,73.7090046691895,0,0,13.3333333333333333,91063,2017-06-15,6,4,none
1665,71.8632420349121,0,0,45.3750000000000000,84984,2017-06-16,6,5,none
1466,69.7347462463379,0,0,46.6250000000000000,68523,2017-06-17,6,6,none
1486,65.2654942321778,0,0,53.7083333333333333,65361,2017-06-18,6,0,none
1806,65.2810948181153,0,0,44.5000000000000000,84372,2017-06-19,6,1,none
1824,65.5429997253418,0,0,40.0416666666666667,86799,2017-06-20,6,2,none
2134,68.0485920715332,0,0,19.7500000000000000,90678,2017-06-21,6,3,none
1283,68.0277500915528,0,0,50.7916666666666667,89170,2017-06-22,6,4,none
2146,64.0744961547852,0,0,40.8333333333333333,94657,2017-06-23,6,5,none
1754,59.1567501831055,0,0,45.2500000000000000,70760,2017-06-24,6,6,none
1282,59.4192501831055,0,0,63.4166666666666667,64177,2017-06-25,6,0,none
1840,59.4995007324219,0,0,25.0000000000000000,83348,2017-06-26,6,1,none
2117,63.9739964294434,0,0,14.1666666666666667,86494,2017-06-27,6,2,none
1116,69.1984944152833,0,0,68.0833333333333333,84974,2017-06-28,6,3,none
1973,68.5362454223633,0,0,73.6666666666666667,90884,2017-06-29,6,4,none
1692,68.3704914855957,0,0,32.4166666666666667,86926,2017-06-30,6,5,none
1679,67.706001739502,0,0,29.5833333333333333,65945,2017-07-01,7,6,none
1725,71.6792004394532,0,0,11.9000000000000000,52736,2017-07-02,7,0,none
1639,69.7392529296875,0,0,10.9166666666666667,69451,2017-07-03,7,1,none
1615,75.0950009155274,0,0,20.9583333333333333,51205,2017-07-04,7,2,Independence Day
1504,78.6004978942872,0,0,22.5416666666666667,81971,2017-07-05,7,3,none
1588,80.2557484436036,0,0,21.5000000000000000,85762,2017-07-06,7,4,none
1900,72.7909985351563,0,0,19.3333333333333333,87358,2017-07-07,7,5,none
1715,69.7152523803711,0,0,20.2916666666666667,65609,2017-07-08,7,6,none
1385,71.121495513916,0,0,40.4166666666666667,60214,2017-07-09,7,0,none
1942,73.7575465531783,0,0,52.0454545454545455,75488,2017-07-10,7,1,none
1952,73.9152500915528,0,0,14.6250000000000000,87958,2017-07-11,7,2,none
1841,76.0940014648438,0,0,45.9166666666666667,89336,2017-07-12,7,3,none
1856,62.8955006408692,0,0,80.5000000000000000,90649,2017-07-13,7,4,none
1965,65.6667378234864,0,0,56.1250000000000000,92893,2017-07-14,7,5,none
1561,75.0709980773926,0,0,8.1250000000000000,67582,2017-07-15,7,6,none
1788,73.6287518310547,0,0,20.3333333333333333,64138,2017-07-16,7,0,none
1645,76.74875,0,0,28.5000000000000000,84666,2017-07-17,7,1,none
1418,73.6579983520508,0,0,39.1666666666666667,87731,2017-07-18,7,2,none
1837,69.057498626709,0,0,34.6666666666666667,90477,2017-07-19,7,3,none
1927,75.0357456970215,0,0,35.4583333333333333,90790,2017-07-20,7,4,none
1647,73.2064968872071,0,0,52.9583333333333333,88595,2017-07-21,7,5,none
1834,77.2579937744141,0,0,22.4166666666666667,69391,2017-07-22,7,6,none
1721,70.1832424926758,0,0,37.2916666666666667,62700,2017-07-23,7,0,none
1989,67.2214978027344,0,0,38.4583333333333333,83829,2017-07-24,7,1,none
1502,73.1839932250977,0,0,49.3333333333333333,87917,2017-07-25,7,2,none
1641,75.5479992675782,0,0,51.0833333333333333,93039,2017-07-26,7,3,none
2145,73.6647412109375,0,0,15.7500000000000000,93364,2017-07-27,7,4,none
1954,72.8629956054688,0,0,18.5416666666666667,92753,2017-07-28,7,5,none
1788,71.9839932250977,0,0,10.9583333333333333,69190,2017-07-29,7,6,none
1672,72.562251739502,0,0,26.6250000000000000,66849,2017-07-30,7,0,none
1791,74.492744140625,0,0,27.7500000000000000,85409,2017-07-31,7,1,none
1759,74.819747619629,0,0,19.8333333333333333,88612,2017-08-01,8,2,none
1978,71.9712490844727,0,0,38.6666666666666667,89136,2017-08-02,8,3,none
920,58.4742520141602,0,0,88.1250000000000000,89387,2017-08-03,8,4,none
2026,63.8082402038575,0,0,56.5416666666666667,90198,2017-08-04,8,5,none
1595,64.4344975280762,0,0,37.5833333333333333,70208,2017-08-05,8,6,none
1226,64.889750366211,0,0,58.5833333333333333,63409,2017-08-06,8,0,none
2115,66.7279965209961,0,0,22.8750000000000000,87175,2017-08-07,8,1,none
2184,69.6529965209962,0,0,24.2083333333333333,91563,2017-08-08,8,2,none
1135,64.6174977111817,0,0,58.0000000000000000,86233,2017-08-09,8,3,none
1670,65.8437481689454,0,0,61.5416666666666667,90949,2017-08-10,8,4,none
2130,66.1227505493165,0,0,29.2083333333333333,92257,2017-08-11,8,5,none
2230,66.4617474365235,0,0,27.6250000000000000,72024,2017-08-12,8,6,none
1036,64.2740010070801,0,0,51.9583333333333333,60353,2017-08-13,8,0,none
1549,65.9547512817383,0,0,63.0833333333333333,84894,2017-08-14,8,1,none
1972,65.7545002746582,0,0,29.7500000000000000,89645,2017-08-15,8,2,none
1166,69.5633363408628,0,0,72.7391304347826087,87022,2017-08-16,8,3,none
1487,68.3150013732911,0,0,83.1250000000000000,91486,2017-08-17,8,4,none
1340,65.0007443237305,0,0,28.3333333333333333,90323,2017-08-18,8,5,none
2366,67.1952404785157,0,0,16.1666666666666667,72858,2017-08-19,8,6,none
1456,72.4864941406251,0,0,34.0416666666666667,63073,2017-08-20,8,0,none
1160,68.5932438659668,0,0,57.7500000000000000,86172,2017-08-21,8,1,none
1872,66.5952473449707,0,0,21.1250000000000000,90535,2017-08-22,8,2,none
1809,63.9679951477051,0,0,10.7500000000000000,91508,2017-08-23,8,3,none
1831,64.0220021057129,0,0,53.4166666666666667,93417,2017-08-24,8,4,State Fair
1169,63.5375050354004,0,0,79.8333333333333333,91593,2017-08-25,8,5,none
721,63.2307484436035,0,0,87.5000000000000000,69571,2017-08-26,8,6,none
1216,66.232247619629,0,0,82.9166666666666667,66532,2017-08-27,8,0,none
1578,65.3127514648438,0,0,61.5833333333333333,89106,2017-08-28,8,1,none
1925,66.0402478027344,0,0,24.5416666666666667,93365,2017-08-29,8,2,none
1710,69.3777500915528,0,0,24.0000000000000000,93245,2017-08-30,8,3,none
1888,61.414994506836,0,0,4.2500000000000000,97332,2017-08-31,8,4,none
1610,61.2612454223633,0,0,38.3750000000000000,95389,2017-09-01,9,5,none
1542,68.8467465209961,0,0,52.8750000000000000,70341,2017-09-02,9,6,none
1543,69.8104992675782,0,0,12.5416666666666667,66080,2017-09-03,9,0,none
1293,64.6452473449708,0,0,35.3750000000000000,57484,2017-09-04,9,1,Labor Day
1509,56.1889973449707,0,0,45.5000000000000000,87418,2017-09-05,9,2,none
1668,56.5024967956543,0,0,52.9166666666666667,89875,2017-09-06,9,3,none
1835,58.3062504577637,0,0,50.2500000000000000,90691,2017-09-07,9,4,none
1668,58.2575009155274,0,0,8.6250000000000000,93617,2017-09-08,9,5,none
1812,61.9497448730469,0,0,17.2083333333333333,68814,2017-09-09,9,6,none
3526,68.2444966125489,0,0,58.2500000000000000,57979,2017-09-10,9,0,none
1760,69.1639973449708,0,0,14.8333333333333333,87205,2017-09-11,9,1,none
1882,69.7039982604981,0,0,15.8750000000000000,90498,2017-09-12,9,2,none
1955,73.4600018310547,0,0,22.5000000000000000,89316,2017-09-13,9,3,none
1886,75.2030010986329,0,0,5.6666666666666667,93482,2017-09-14,9,4,none
1770,74.5767575073243,0,0,26.2500000000000000,95067,2017-09-15,9,5,none
1555,70.4510021972657,0,0,60.4583333333333333,71852,2017-09-16,9,6,none
1663,56.9675045776368,0,0,25.2500000000000000,61542,2017-09-17,9,0,none
1109,54.9447521972657,0,0,76.9166666666666667,83535,2017-09-18,9,1,none
1861,67.8102505493165,0,0,57.2500000000000000,88909,2017-09-19,9,2,none
1953,68.9959957885743,0,0,31.3750000000000000,91693,2017-09-20,9,3,none
1975,65.1637114606585,0,0,9.8571428571428571,78039,2017-09-21,9,4,none
1651,81.1084957885742,0,0,26.5833333333333333,93239,2017-09-22,9,5,none
1478,79.3137417602539,0,0,33.5833333333333333,75835,2017-09-23,9,6,none
1279,76.6744961547852,0,0,38.9166666666666667,66004,2017-09-24,9,0,none
1066,61.5904988098145,0,0,87.2916666666666667,85585,2017-09-25,9,1,none
1285,59.1125004577637,0,0,85.6666666666666667,88066,2017-09-26,9,2,none
1637,55.0086942191746,0,0,19.2173913043478261,88990,2017-09-27,9,3,none
1752,59.59849899292,0,0,52.7083333333333333,91735,2017-09-28,9,4,none
1712,54.2577496337891,0,0,17.7083333333333333,96611,2017-09-29,9,5,none
1463,55.58673828125,0,0,20.6250000000000000,79488,2017-09-30,9,6,none
948,59.0239964294434,0,0,83.5416666666666667,67120,2017-10-01,10,0,none
1054,61.196000366211,0,0,83.3333333333333333,82639,2017-10-02,10,1,none
1251,62.5189991760254,0,0,65.1250000000000000,86659,2017-10-03,10,2,none
1658,50.8797467041016,0,0,9.4583333333333333,88855,2017-10-04,10,3,none
1390,54.0312435913086,0,0,80.0833333333333333,89394,2017-10-05,10,4,none
1110,53.5737477111817,0,0,67.2916666666666667,92586,2017-10-06,10,5,none
1080,57.522497253418,0,0,60.2083333333333333,73807,2017-10-07,10,6,none
1677,59.0592488098145,0,0,11.5000000000000000,61765,2017-10-08,10,0,none
1231,48.6852505493165,0,0,41.4166666666666667,83919,2017-10-09,10,1,Columbus Day
1359,42.1032475280762,0,0,14.4583333333333333,89957,2017-10-10,10,2,none
1307,45.8202450561524,0,0,45.7500000000000000,90079,2017-10-11,10,3,none
1383,56.9292446899414,0,0,68.4583333333333333,91281,2017-10-12,10,4,none
1512,51.5728947448731,0,0,30.3750000000000000,97258,2017-10-13,10,5,none
985,47.7102482604981,0,0,60.4583333333333333,77217,2017-10-14,10,6,none
1040,46.232742767334,0,0,71.0416666666666667,65720,2017-10-15,10,0,none
1416,49.4674908447266,0,0,10.8750000000000000,87544,2017-10-16,10,1,none
1704,55.7637440490723,0,0,8.6250000000000000,89431,2017-10-17,10,2,none
1757,58.2184994506836,0,0,32.0000000000000000,91968,2017-10-18,10,3,none
1734,55.4022480773926,0,0,24.7083333333333333,90805,2017-10-19,10,4,none
1678,64.1929997253418,0,0,18.3750000000000000,92342,2017-10-20,10,5,none
764,62.5092510986329,0,0,66.8750000000000000,67919,2017-10-21,10,6,none
1267,53.3382466125489,0,0,13.6250000000000000,65433,2017-10-22,10,0,none
1256,52.2297444152832,0,0,57.7083333333333333,86036,2017-10-23,10,1,none
1094,44.5917469787598,0,0,47.9166666666666667,91832,2017-10-24,10,2,none
1369,45.7309994506836,0,0,38.9583333333333333,89855,2017-10-25,10,3,none
1213,45.394998626709,0,0,55.9583333333333333,94693,2017-10-26,10,4,none
796,33.913992767334,0,0,89.3750000000000000,85920,2017-10-27,10,5,none
797,32.0929951477051,0,0,61.6666666666666667,76716,2017-10-28,10,6,none
542,35.8280010986328,0,0,67.6666666666666667,58941,2017-10-29,10,0,none
846,35.8197476196289,0,0,84.2083333333333333,85246,2017-10-30,10,1,none
939,30.4047467041016,0,0,68.2916666666666667,90272,2017-10-31,10,2,none
771,31.9632466125489,0,0,74.5416666666666667,85707,2017-11-01,11,3,none
1007,36.8067478942871,0,0,84.1666666666666667,91345,2017-11-02,11,4,none
942,31.2072476196289,0,0,49.7500000000000000,88512,2017-11-03,11,5,none
741,37.3009999084473,0,0,89.3750000000000000,70570,2017-11-04,11,6,none
514,34.2755001831055,0,0,88.7500000000000000,57612,2017-11-05,11,0,none
909,26.778503112793,0,0,48.7083333333333333,83496,2017-11-06,11,1,none
1009,29.5160008239747,0,0,47.7083333333333333,87651,2017-11-07,11,2,none
940,32.4468674634851,0,0,32.6956521739130435,87250,2017-11-08,11,3,none
725,19.9587823220958,0,0,33.9565217391304348,91427,2017-11-09,11,4,none
606,17.5407475280762,0,0,43.7916666666666667,88966,2017-11-10,11,5,Veterans Day
740,32.6785165803329,0,0,40.2173913043478261,71349,2017-11-11,11,6,none
552,28.7577473449707,0,0,22.7916666666666667,60583,2017-11-12,11,0,none
977,33.8044979858399,0,0,58.4166666666666667,84574,2017-11-13,11,1,none
954,41.4372425842286,0,0,90.0000000000000000,88990,2017-11-14,11,2,none
883,35.3519081712806,0,0,88.0434782608695652,89875,2017-11-15,11,3,none
861,30.2149876403809,0,0,83.5833333333333333,93869,2017-11-16,11,4,none
809,36.4077450561524,0,0,71.8333333333333333,92110,2017-11-17,11,5,none
695,31.4704960632325,0,0,38.3750000000000000,72842,2017-11-18,11,6,none
476,26.9292469787598,0,0,14.3333333333333333,60910,2017-11-19,11,0,none
998,37.3924977111817,0,0,34.3333333333333333,87035,2017-11-20,11,1,none
745,27.5967465209961,0,0,28.8750000000000000,89517,2017-11-21,11,2,none
771,22.1149990844727,0,0,48.5000000000000000,87814,2017-11-22,11,3,none
307,33.3604969787598,0,0,14.3333333333333333,49271,2017-11-23,11,4,Thanksgiving Day
807,47.463497619629,0,0,16.8750000000000000,66173,2017-11-24,11,5,none
617,34.2057415771485,0,0,13.3333333333333333,66293,2017-11-25,11,6,none
654,35.2309925842286,0,0,24.5416666666666667,62660,2017-11-26,11,0,none
1085,45.1115010070801,0,0,32.0000000000000000,84161,2017-11-27,11,1,none
1031,45.359753112793,0,0,13.1666666666666667,87465,2017-11-28,11,2,none
906,34.3654942321778,0,0,24.7083333333333333,91521,2017-11-29,11,3,none
993,39.3792446899414,0,0,12.5416666666666667,92289,2017-11-30,11,4,none
1101,37.268745880127,0,0,35.1250000000000000,96852,2017-12-01,12,5,none
1216,33.7804974365235,0,0,10.9166666666666667,80362,2017-12-02,12,6,none
732,38.416247253418,0,0,41.5000000000000000,60588,2017-12-03,12,0,none
784,47.9840000915528,0,0,72.0000000000000000,84355,2017-12-04,12,1,none
739,19.8637114606585,0,0,56.9523809523809524,49986,2017-12-05,12,2,none
648,17.5767460632325,0,0,47.0000000000000000,84145,2017-12-06,12,3,none
681,15.0297444152832,0,0,42.4583333333333333,86410,2017-12-07,12,4,none
775,25.9557484436036,0,0,79.1666666666666667,90120,2017-12-08,12,5,none
791,22.133744506836,0,0,80.4583333333333333,75140,2017-12-09,12,6,none
487,24.523994140625,0,0,45.5416666666666667,59425,2017-12-10,12,0,none
706,27.918501739502,0,0,70.7083333333333333,76598,2017-12-11,12,1,none
725,15.0042446899414,0,0,50.3333333333333333,87841,2017-12-12,12,2,none
680,25.1179951477051,0,0,66.0000000000000000,85127,2017-12-13,12,3,none
814,19.5822430419922,0,0,82.9583333333333333,91950,2017-12-14,12,4,none
757,24.2667492675782,0,0,88.1250000000000000,91791,2017-12-15,12,5,none
613,26.6345021057129,0,0,61.4166666666666667,72346,2017-12-16,12,6,none
441,24.4557484436036,0,0,75.7083333333333333,58282,2017-12-17,12,0,none
740,32.3479924011231,0,0,57.1250000000000000,83673,2017-12-18,12,1,none
774,32.3697499084473,0,0,40.9166666666666667,88142,2017-12-19,12,2,none
773,19.0692433166504,0,0,72.6666666666666667,87400,2017-12-20,12,3,none
716,20.9134953308106,0,0,76.1250000000000000,88172,2017-12-21,12,4,none
732,20.8264950561524,0,0,67.2083333333333333,83345,2017-12-22,12,5,none
454,16.4026058296536,0,0,29.1739130434782609,58557,2017-12-23,12,6,none
372,16.8754933166504,0,0,69.6666666666666667,50993,2017-12-24,12,0,none
203,-1.41550132751461,0,0,39.3333333333333333,45355,2017-12-25,12,1,Christmas Day
441,-5.03200599670406,0,0,3.1250000000000000,65531,2017-12-26,12,2,none
512,-3.33025123596187,0,0,19.1666666666666667,78304,2017-12-27,12,3,none
585,6.30725219726567,0,0,86.6666666666666667,66324,2017-12-28,12,4,none
530,0.391243820190471,0,0,59.4166666666666667,74327,2017-12-29,12,5,none
410,-9.35650169372555,0,0,11.7500000000000000,59402,2017-12-30,12,6,none
376,-10.3735049438476,0,0,2.3333333333333333,51843,2017-12-31,12,0,none
328,-7.93075325012203,0,0,1.8333333333333333,41984,2018-01-01,1,1,New Years Day
576,2.2115021514893,0,0,44.4166666666666667,77155,2018-01-02,1,2,none
569,2.93974578857426,0,0,22.5416666666666667,81802,2018-01-03,1,3,none
523,-2.25099899291988,0,0,40.0000000000000000,84846,2018-01-04,1,4,none
552,-6.50574981689449,0,0,11.5833333333333333,86855,2018-01-05,1,5,none
430,-1.45525238037105,0,0,33.7500000000000000,63919,2018-01-06,1,6,none
466,22.0069966125489,0,0,62.7916666666666667,53696,2018-01-07,1,0,none
748,28.3144970703125,0,0,17.2083333333333333,81109,2018-01-08,1,1,none
827,34.1134953308106,0,0,56.7916666666666667,87781,2018-01-09,1,2,none
794,35.6495053100586,0,0,68.7500000000000000,86115,2018-01-10,1,3,none
640,15.1962536621094,0,0,72.7916666666666667,65681,2018-01-11,1,4,none
514,-3.88975059509273,0,0,3.1666666666666667,82149,2018-01-12,1,5,none
395,-5.7070037078857,0,0,2.6666666666666667,63585,2018-01-13,1,6,none
376,4.57700279235844,0,0,65.6666666666666667,49717,2018-01-14,1,0,none
455,5.58649871826176,0,0,84.1666666666666667,64253,2018-01-15,1,1,Martin Luther King Jr Day
610,1.98275192260746,0,0,22.6666666666666667,80346,2018-01-16,1,2,none
651,13.4224961090088,0,0,9.1250000000000000,80855,2018-01-17,1,3,none
729,29.5692161493716,0,0,31.7391304347826087,86436,2018-01-18,1,4,none
846,34.2627514648438,0,0,44.3750000000000000,89515,2018-01-19,1,5,none
712,32.4319920349122,0,0,43.1250000000000000,73397,2018-01-20,1,6,none
580,35.0675,0,0,63.8750000000000000,56688,2018-01-21,1,0,none
589,30.8209866333008,0,0,77.7916666666666667,51036,2018-01-22,1,1,none
580,21.1812481689454,0,0,42.4166666666666667,62574,2018-01-23,1,2,none
647,19.409753112793,0,0,73.9166666666666667,84280,2018-01-24,1,3,none
668,25.8574940490723,0,0,86.6666666666666667,86605,2018-01-25,1,4,none
1006,37.324995880127,0,0,32.3333333333333333,92058,2018-01-26,1,5,none
910,27.411494140625,0,0,25.9166666666666667,76086,2018-01-27,1,6,none
465,17.1882466125489,0,0,75.0833333333333333,62130,2018-01-28,1,0,none
586,8.15524871826176,0,0,2.9583333333333333,84480,2018-01-29,1,1,none
675,12.6215035247803,0,0,28.9583333333333333,86092,2018-01-30,1,2,none
751,26.0615610139267,0,0,43.6521739130434783,85695,2018-01-31,1,3,none
561,1.55974853515629,0,0,11.7083333333333333,88945,2018-02-01,2,4,none
590,0.893753890991251,0,0,42.3333333333333333,92177,2018-02-02,2,5,none
505,13.930244140625,0,0,87.9166666666666667,61142,2018-02-03,2,6,none
384,-0.0932555389403884,0,0,10.4166666666666667,51336,2018-02-04,2,0,none
564,3.45499427795414,0,0,17.0416666666666667,81681,2018-02-05,2,1,none
580,0.874249725341838,0,0,26.0416666666666667,84006,2018-02-06,2,2,none
633,7.22824523925785,0,0,45.1250000000000000,82844,2018-02-07,2,3,none
625,8.41249931335453,0,0,66.1666666666666667,89300,2018-02-08,2,4,none
608,5.99074638366703,0,0,28.2916666666666667,90607,2018-02-09,2,5,none
616,4.66474578857426,0,0,4.0416666666666667,75280,2018-02-10,2,6,none
412,6.84574707031254,0,0,3.4583333333333333,61645,2018-02-11,2,0,none
596,4.23574913024906,0,0,41.2083333333333333,82071,2018-02-12,2,1,none
718,18.0769993591309,0,0,38.3750000000000000,89692,2018-02-13,2,2,none
754,28.7059971618653,0,0,1.8333333333333333,86664,2018-02-14,2,3,none
697,31.355,0,0,52.0416666666666667,90760,2018-02-15,2,4,none
676,10.1457482147217,0,0,18.0416666666666667,89468,2018-02-16,2,5,none
619,25.885241394043,0,0,31.9166666666666667,70147,2018-02-17,2,6,none
541,28.5717488098145,0,0,51.8333333333333333,57077,2018-02-18,2,0,none
478,21.9740010070801,0,0,82.1250000000000000,58947,2018-02-19,2,1,Washingtons Birthday
605,17.8917469787598,0,0,71.7083333333333333,78506,2018-02-20,2,2,none
626,9.61774528503422,0,0,10.2500000000000000,86355,2018-02-21,2,3,none
640,16.986494140625,0,0,59.0833333333333333,88776,2018-02-22,2,4,none
674,26.3644993591309,0,0,52.0000000000000000,83906,2018-02-23,2,5,none
487,17.2414982604981,0,0,56.3750000000000000,57634,2018-02-24,2,6,none
455,22.684997253418,0,0,51.8750000000000000,53227,2018-02-25,2,0,none
703,27.1519924926758,0,0,5.7083333333333333,82324,2018-02-26,2,1,none
752,30.9462467956543,0,0,35.2916666666666667,88569,2018-02-27,2,2,none
772,32.1687481689453,0,0,37.9166666666666667,88461,2018-02-28,2,3,none
792,31.3827542114258,0,0,17.6666666666666667,90445,2018-03-01,3,4,none
769,26.8640019226075,0,0,40.8750000000000000,92827,2018-03-02,3,5,none
717,39.3154873657227,0,0,56.5833333333333333,73836,2018-03-03,3,6,none
509,37.7419979858399,0,0,86.2500000000000000,58320,2018-03-04,3,0,none
631,33.2254933166504,0,0,90.0000000000000000,56949,2018-03-05,3,1,none
656,28.8252445983887,0,0,69.5416666666666667,77762,2018-03-06,3,2,none
616,19.4997448730469,0,0,29.2500000000000000,88568,2018-03-07,3,3,none
795,18.871244506836,0,0,10.8750000000000000,92419,2018-03-08,3,4,none
801,23.3292492675782,0,0,26.0416666666666667,94875,2018-03-09,3,5,none
719,29.2452173913044,0,0,84.1739130434782609,76504,2018-03-10,3,6,none
531,33.383650167714,0,0,89.3478260869565217,57452,2018-03-11,3,0,none
759,30.7519970703125,0,0,4.3750000000000000,85415,2018-03-12,3,1,none
787,28.7284939575196,0,0,7.4583333333333333,88591,2018-03-13,3,2,none
833,32.4042492675782,0,0,3.5833333333333333,88631,2018-03-14,3,3,none
795,31.402867750085,0,0,2.5652173913043478,89028,2018-03-15,3,4,none
837,29.573128237517,0,0,17.2608695652173913,91759,2018-03-16,3,5,none
1509,33.747497253418,0,0,2.1666666666666667,77456,2018-03-17,3,6,none
591,32.9547467041016,0,0,60.0833333333333333,61415,2018-03-18,3,0,none
824,36.1992474365235,0,0,77.3750000000000000,86417,2018-03-19,3,1,none
631,29.4499935913086,0,0,82.1250000000000000,85387,2018-03-20,3,2,none
800,29.3187435913086,0,0,69.9583333333333333,89112,2018-03-21,3,3,none
812,35.3352459716797,0,0,65.5416666666666667,92045,2018-03-22,3,4,none
795,33.1294911193848,0,0,44.1666666666666667,94585,2018-03-23,3,5,none
697,34.5519940185547,0,0,28.8333333333333333,72586,2018-03-24,3,6,none
651,35.1477505493164,0,0,47.8333333333333333,61281,2018-03-25,3,0,none
689,34.497497253418,0,0,87.3750000000000000,81404,2018-03-26,3,1,none
856,37.1307484436036,0,0,56.7916666666666667,87752,2018-03-27,3,2,none
951,39.3702473449707,0,0,35.4583333333333333,89922,2018-03-28,3,3,none
825,30.9927815578295,0,0,7.5217391304347826,93059,2018-03-29,3,4,none
813,31.300997619629,0,0,54.5000000000000000,88303,2018-03-30,3,5,none
552,25.3159939575196,0,0,47.4583333333333333,62489,2018-03-31,3,6,none
478,19.628747253418,0,0,5.2500000000000000,58294,2018-04-01,4,0,none
659,26.2804997253418,0,0,56.3750000000000000,80992,2018-04-02,4,1,none
637,28.2004910278321,0,0,90.0000000000000000,65254,2018-04-03,4,2,none
663,20.3937527465821,0,0,19.7916666666666667,82413,2018-04-04,4,3,none
722,23.6584980773926,0,0,27.0416666666666667,92942,2018-04-05,4,4,none
681,19.801248626709,0,0,20.0833333333333333,92049,2018-04-06,4,5,none
653,20.8175,0,0,7.5000000000000000,76916,2018-04-07,4,6,none
461,23.0592442321778,0,0,44.2500000000000000,55926,2018-04-08,4,0,none
797,29.8759976196289,0,0,68.0416666666666667,83263,2018-04-09,4,1,none
830,33.9897412109375,0,0,73.5416666666666667,88410,2018-04-10,4,2,none
856,37.6446499633789,0,0,53.5000000000000000,89617,2018-04-11,4,3,none
990,41.0629978942871,0,0,55.4583333333333333,93145,2018-04-12,4,4,none
